"","feature","value","dataset","model_class"
"1996","ENSG00000188739",4.24725839476281e-06,"pData_Intersection","RSF"
"1997","ENSG00000189007",0.000288813570840096,"pData_Intersection","RSF"
"1998","ENSG00000189079",0.000849451678941349,"pData_Intersection","RSF"
"1999","ENSG00000189308",3.39780671576584e-05,"pData_Intersection","RSF"
"2000","ENSG00000196083",0.000216610178130017,"pData_Intersection","RSF"
"2001","ENSG00000196090",3.39780671576584e-05,"pData_Intersection","RSF"
"2002","ENSG00000196091",7.22033927100796e-05,"pData_Intersection","RSF"
"2003","ENSG00000196104",0.000955633138808976,"pData_Intersection","RSF"
"2004","ENSG00000196182",2.97308087630066e-05,"pData_Intersection","RSF"
"2005","ENSG00000196242",0.000178384852577707,"pData_Intersection","RSF"
"2006","ENSG00000196365",2.97308087630066e-05,"pData_Intersection","RSF"
"2007","ENSG00000196504",8.4945167894146e-06,"pData_Intersection","RSF"
"2008","ENSG00000196557",0.000250588245287675,"pData_Intersection","RSF"
"2009","ENSG00000196632",0.000212362919735365,"pData_Intersection","RSF"
"2010","ENSG00000197045",0.000106181459867738,"pData_Intersection","RSF"
"2011","ENSG00000197063",0.000254835503682438,"pData_Intersection","RSF"
"2012","ENSG00000197162",0.000293060829234748,"pData_Intersection","RSF"
"2013","ENSG00000197208",1.27417751841774e-05,"pData_Intersection","RSF"
"2014","ENSG00000197283",0.000199621144551299,"pData_Intersection","RSF"
"2015","ENSG00000197360",0.00219158533166841,"pData_Intersection","RSF"
"2016","ENSG00000197429",4.24725839476281e-06,"pData_Intersection","RSF"
"2017","ENSG00000197635",0.00110003992422891,"pData_Intersection","RSF"
"2018","ENSG00000197724",0.000144406785420048,"pData_Intersection","RSF"
"2019","ENSG00000197885",0.000373758738734242,"pData_Intersection","RSF"
"2020","ENSG00000197889",8.4945167894146e-06,"pData_Intersection","RSF"
"2021","ENSG00000197969",8.91924262889088e-05,"pData_Intersection","RSF"
"2022","ENSG00000198003",0.000556390849706601,"pData_Intersection","RSF"
"2023","ENSG00000198092",0.000135912268630634,"pData_Intersection","RSF"
"2024","ENSG00000198258",0.000263330020471852,"pData_Intersection","RSF"
"2025","ENSG00000198270",3.82253255524212e-05,"pData_Intersection","RSF"
"2026","ENSG00000198380",8.06979094994942e-05,"pData_Intersection","RSF"
"2027","ENSG00000198478",0.000467198423417692,"pData_Intersection","RSF"
"2028","ENSG00000198535",0.00025908276207709,"pData_Intersection","RSF"
"2029","ENSG00000198680",8.4945167894146e-06,"pData_Intersection","RSF"
"2030","ENSG00000198707",0.000118923235051804,"pData_Intersection","RSF"
"2031","ENSG00000198826",5.52143591312504e-05,"pData_Intersection","RSF"
"2032","ENSG00000198841",0.000123170493446567,"pData_Intersection","RSF"
"2033","ENSG00000198964",8.91924262889088e-05,"pData_Intersection","RSF"
"2034","ENSG00000203747",7.22033927100796e-05,"pData_Intersection","RSF"
"2035","ENSG00000204291",0.000254835503682438,"pData_Intersection","RSF"
"2036","ENSG00000204439",0.000169890335788292,"pData_Intersection","RSF"
"2037","ENSG00000204576",0.000284566312445333,"pData_Intersection","RSF"
"2038","ENSG00000204610",8.4945167894146e-05,"pData_Intersection","RSF"
"2039","ENSG00000204611",4.24725839476281e-06,"pData_Intersection","RSF"
"2040","ENSG00000204954",0.000148654043814811,"pData_Intersection","RSF"
"2041","ENSG00000205084",0.00025908276207709,"pData_Intersection","RSF"
"2042","ENSG00000205981",0.000998105722756049,"pData_Intersection","RSF"
"2043","ENSG00000206177",0.000144406785420048,"pData_Intersection","RSF"
"2044","ENSG00000206503",0.000195373886156536,"pData_Intersection","RSF"
"2045","ENSG00000206557",0.000161395818998877,"pData_Intersection","RSF"
"2046","ENSG00000211456",3.39780671576584e-05,"pData_Intersection","RSF"
"2047","ENSG00000212122",0.000106181459867738,"pData_Intersection","RSF"
"2048","ENSG00000213190",0.000118923235051804,"pData_Intersection","RSF"
"2049","ENSG00000213588",0.000106181459867738,"pData_Intersection","RSF"
"2050","ENSG00000213918",5.09671007364876e-05,"pData_Intersection","RSF"
"2051","ENSG00000214013",2.97308087630066e-05,"pData_Intersection","RSF"
"2052","ENSG00000214113",0.000191126627761884,"pData_Intersection","RSF"
"2053","ENSG00000214711",0.000989611205966634,"pData_Intersection","RSF"
"2054","ENSG00000214941",0.000365264221944828,"pData_Intersection","RSF"
"2055","ENSG00000215568",0.000182632110972469,"pData_Intersection","RSF"
"2056","ENSG00000220008",0.00024209372849826,"pData_Intersection","RSF"
"2057","ENSG00000221823",4.24725839476281e-06,"pData_Intersection","RSF"
"2058","ENSG00000221910",0.000144406785420048,"pData_Intersection","RSF"
"2059","ENSG00000221914",0.000135912268630634,"pData_Intersection","RSF"
"2060","ENSG00000221916",3.82253255524212e-05,"pData_Intersection","RSF"
"2061","ENSG00000229809",4.24725839476281e-06,"pData_Intersection","RSF"
"2062","ENSG00000233276",0.000182632110972469,"pData_Intersection","RSF"
"2063","ENSG00000239306",7.22033927100796e-05,"pData_Intersection","RSF"
"2064","ENSG00000239900",8.4945167894146e-05,"pData_Intersection","RSF"
"2065","ENSG00000242173",0.000182632110972469,"pData_Intersection","RSF"
"2066","ENSG00000244005",0.000246340986893023,"pData_Intersection","RSF"
"2067","ENSG00000244588",7.22033927100796e-05,"pData_Intersection","RSF"
"2068","ENSG00000253719",0.000700797635126538,"pData_Intersection","RSF"
"2069","ENSG00000257103",5.09671007364876e-05,"pData_Intersection","RSF"
"2070","ENSG00000258227",1.69890335788292e-05,"pData_Intersection","RSF"
"2071","ENSG00000258947",0.000488434715391284,"pData_Intersection","RSF"
"2072","ENSG00000260903",4.24725839476281e-06,"pData_Intersection","RSF"
"2073","ENSG00000266412",8.4945167894146e-05,"pData_Intersection","RSF"
"2074","ENSG00000267680",0.00011042871826239,"pData_Intersection","RSF"
"2075","ENSG00000277258",0.000123170493446567,"pData_Intersection","RSF"
"2076","ENSG00000277443",7.22033927100796e-05,"pData_Intersection","RSF"
"2077","AGE",0.000110428718262279,"pData","RSF"
"2078","TISSUE",0.0163009777188824,"pData","RSF"
"2079","GLEASON_SCORE",0.122435717744196,"pData","RSF"
"2080","PRE_OPERATIVE_PSA",0.0219710676758152,"pData","RSF"
